Player,Hero,Role,Winner,File,Date,Map,GameTime,HeroKills,Assists,Takedowns,Deaths,MinionDmg,SummonDmg,StructDmg,SiegeDmg,HeroDmg,DmgTaken,XP,SpentDead,Rooting,Silence,Stun,CC,OnFire,SpellDmg,PhysDmg,MercDmg,MercCaptures,MinionKills,Regen,Award,HealShield,SelfHeal,,
Raizenser#1838,Kael'thas,Mage,Loser,2024-10-22 23.41.51 Distrito industrial.StormReplay,22/10/2024,Distrito industrial.StormReplay,00:22:23,10,14,24,1,99515,5365,24401,130324,210490,45909,23090,00:00:36,00:00:00,00:00:00,00:00:32,00:00:32,00:11:37,00:00:00,11413,0,0,108,47,MVP,0,0,,
Raizenser#1838,Azmodan,Mage,Winner,2024-09-11 05.36.45 Ciudad argenta.StormReplay,11/09/2024,Ciudad argenta.StormReplay,00:15:55,9,14,23,1,54893,4435,41112,100440,59839,46544,17179,00:00:27,00:00:00,00:00:00,00:00:00,00:00:01,00:08:10,00:00:00,13440,22424,6,61,35,MVP,0,1282,,
Malenfant#11223,Greymane,Melee Assassin,Winner,2023-12-13 22.17.50 Distrito industrial.StormReplay,13/12/2023,Distrito industrial.StormReplay,00:15:43,9,14,23,1,54158,10051,28774,92983,45179,56585,18421,00:00:07,00:00:00,00:00:00,00:00:00,00:00:00,00:01:27,00:00:00,49319,0,0,68,32,HighestKillStreak,0,0,,
Deathmask#1670,The Butcher,Melee Assassin,Winner,2024-09-20 23.15.50 Puesto de avanzada de Braxis.StormReplay,20/09/2024,Puesto de avanzada de Braxis.StormReplay,00:17:13,9,14,23,1,29437,11296,17936,58669,32882,67702,14218,00:00:42,00:00:00,00:00:18,00:00:09,00:01:25,00:00:00,00:00:00,78166,26318,4,32,43,0,0,22052,,
WatchdogMan#1114,Chromie,Mage,Winner,2024-08-10 23.30.42 Caverna perdida.StormReplay,10/08/2024,Caverna perdida.StormReplay,00:16:41,1,10,11,2,34928,8172,11916,55016,64713,24303,7975,00:00:47,00:00:00,00:00:00,00:00:00,00:00:10,00:00:36,00:00:00,14034,0,0,28,24,0,0,0,,
Ticoman#1667,Zagara,Ranged Assassin,Winner,2024-12-04 22.02.38 Industrial District.StormReplay,04/12/2024,Industrial District.StormReplay,00:15:14,7,14,21,1,35414,0,28313,63727,86454,24386,11850,00:00:10,00:00:00,00:00:00,00:00:34,00:01:09,00:01:12,00:00:00,23767,0,0,35,32,0,0,3169,,
Deathmask#1670,Valla,Ranged Assassin,Loser,2024-01-24 21.54.40 Distrito industrial.StormReplay,24/01/2024,Distrito industrial.StormReplay,00:15:22,7,14,21,1,41944,11376,21529,75697,83980,42678,15133,00:00:30,00:00:00,00:00:00,00:00:00,00:00:00,00:04:21,00:00:00,71630,0,0,47,37,MVP,0,7621,,
Deathmask#1670,Stukov,Healer,Loser,2024-09-27 21.40.38 Braxis Outpost.StormReplay,27/09/2024,Braxis Outpost.StormReplay,00:14:27,7,14,21,1,18254,0,3425,21679,27839,39709,8059,00:00:24,00:00:00,00:01:37,00:00:04,00:02:44,00:00:00,00:00:00,15434,3773,1,19,30,MostSilences,123687,0,,
Raizenser#1838,Hanzo,Ranged Assassin,Loser,2024-10-03 00.33.33 Caverna perdida.StormReplay,03/10/2024,Caverna perdida.StormReplay,00:19:50,6,14,20,1,66699,16169,16132,99000,104249,25098,17794,00:00:15,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,43199,0,0,72,31,0,0,0,,
ChapelHots#1560,Fenix,Ranged Assassin,Loser,2024-08-14 22.32.08 Ciudad argenta.StormReplay,14/08/2024,Ciudad argenta.StormReplay,00:13:39,6,14,20,1,7907,0,18280,26187,45512,35312,6205,00:00:08,00:00:00,00:00:00,00:00:00,00:04:23,00:00:00,00:00:00,46618,15569,3,10,16,0,0,0,,
WatchdogMan#1114,Mephisto,Mage,Loser,2023-12-23 23.58.42 Caverna perdida.StormReplay,23/12/2023,Caverna perdida.StormReplay,00:14:06,6,14,20,1,49544,22047,29595,101186,62704,44457,12776,00:00:17,00:00:00,00:00:00,00:00:00,00:06:47,00:02:09,00:00:00,13033,0,0,46,36,MVP,0,0,,
WatchdogMan#1114,Orphea,Ranged Assassin,Winner,2024-12-13 23.54.09 Ciudad argenta.StormReplay,13/12/2024,Ciudad argenta.StormReplay,00:16:01,6,14,20,1,44976,0,24635,72453,67343,46005,11844,00:00:06,00:00:00,00:00:00,00:00:01,00:02:16,00:00:38,00:00:00,28932,9716,4,38,22,MostHeroDamageDone,0,12889,,
WatchdogMan#1114,Zagara,Ranged Assassin,Loser,2024-10-11 22.03.10 Braxis Outpost.StormReplay,11/10/2024,Braxis Outpost.StormReplay,00:12:26,5,14,19,1,22244,0,29903,52147,47658,20128,7946,00:00:27,00:00:00,00:00:00,00:00:34,00:01:09,00:04:12,00:00:00,35039,7512,1,24,18,0,0,1104,,
WatchdogMan#1114,Sylvanas,Melee Assassin,Loser,2023-12-05 00.04.43 Caverna perdida.StormReplay,05/12/2023,Caverna perdida.StormReplay,00:15:59,5,14,19,1,53632,0,28009,81641,99138,45156,16770,00:00:39,00:00:00,00:00:17,00:00:00,00:09:33,00:01:07,00:00:00,63203,0,0,72,42,MVP,0,0,,
Deathmask#1670,Nazeebo,Mage,Loser,2024-05-15 21.32.31 Ciudad argenta.StormReplay,15/05/2024,Ciudad argenta.StormReplay,00:15:33,5,14,19,1,36907,8517,51422,100886,67031,46702,14506,00:00:19,00:00:00,00:00:00,00:00:00,00:00:00,00:00:24,00:00:00,19537,6790,3,55,32,0,0,0,,
Raizenser#1838,Gazlowe,Bruiser,Loser,2024-02-06 23.11.55 Distrito industrial.StormReplay,06/02/2024,Distrito industrial.StormReplay,00:11:23,4,14,18,1,27985,107,10678,38770,35669,31668,8360,00:00:30,00:00:00,00:00:00,00:00:20,00:00:20,00:00:00,00:00:00,8087,0,0,27,23,0,0,12132,,
Ticoman#1667,Zagara,Ranged Assassin,Winner,2024-10-28 22.48.10 Puesto de avanzada de Braxis.StormReplay,28/10/2024,Puesto de avanzada de Braxis.StormReplay,00:16:52,4,14,18,1,16381,21143,20133,57657,75461,39756,7670,00:00:42,00:00:00,00:00:00,00:00:17,00:00:34,00:00:00,00:00:00,19157,0,0,19,29,0,0,2459,,
WatchdogMan#1114,Raynor,Ranged Assassin,Winner,2024-03-18 22.07.54 Puesto de avanzada de Braxis.StormReplay,18/03/2024,Puesto de avanzada de Braxis.StormReplay,00:14:50,4,14,18,1,49091,10744,29505,89340,49529,43585,13066,00:00:17,00:00:00,00:00:00,00:00:00,00:03:29,00:04:27,00:00:00,95569,0,0,58,41,MVP,0,12469,,
WatchdogMan#1114,Deathwing,Bruiser,Loser,2024-06-28 23.58.09 Distrito industrial.StormReplay,28/06/2024,Distrito industrial.StormReplay,00:19:05,4,14,18,1,53905,0,24438,78343,106516,56280,16183,00:00:30,00:00:00,00:00:22,00:00:45,00:08:32,00:02:32,00:00:00,33775,79,0,59,26,0,0,25090,,
Malenfant#11223,Zul'jin,Ranged Assassin,Loser,2024-12-15 22.47.58 Caverna perdida.StormReplay,15/12/2024,Caverna perdida.StormReplay,00:18:08,4,14,18,1,48898,0,33668,82566,62733,58109,16994,00:00:22,00:00:00,00:00:00,00:00:00,00:04:14,00:03:40,00:00:00,67201,0,0,49,43,MVP,0,10489,,
Raizenser#1838,Hogger,Bruiser,Winner,2024-04-20 00.11.59 Ciudad argenta.StormReplay,20/04/2024,Ciudad argenta.StormReplay,00:15:49,4,14,18,1,69867,19539,28706,119552,116731,108299,13117,00:00:05,00:00:00,00:00:00,00:00:12,00:05:02,00:05:26,00:00:00,36047,9295,2,49,28,MVP,0,56078,,
Ticoman#1667,E.T.C.,Tank,Loser,2024-08-23 23.31.54 Ciudad argenta.StormReplay,23/08/2024,Ciudad argenta.StormReplay,00:10:35,4,14,18,1,12783,0,10278,23061,9020,33360,7185,00:00:05,00:00:00,00:00:00,00:00:23,00:00:23,00:00:19,00:00:00,18125,1702,2,12,25,MostTeamfightDamageTaken,630,7868,,
Ticoman#1667,Dehaka,Bruiser,Loser,2024-12-06 23.22.53 Puesto de avanzada de Braxis.StormReplay,06/12/2024,Puesto de avanzada de Braxis.StormReplay,00:14:35,3,14,17,1,20548,1805,14061,36414,31267,50383,8143,00:00:19,00:00:00,00:00:09,00:00:25,00:01:21,00:00:00,00:00:00,25442,5850,1,19,31,0,0,11625,,
WatchdogMan#1114,Kael'thas,Mage,Winner,2024-01-14 23.01.59 Distrito industrial.StormReplay,14/01/2024,Distrito industrial.StormReplay,00:17:40,3,14,17,1,49360,27544,34148,111052,87260,53419,13237,00:00:30,00:00:00,00:00:00,00:00:23,00:01:17,00:03:51,00:00:00,17499,0,0,41,56,0,0,2397,,
WatchdogMan#1114,Zarya,Support,Loser,2024-02-21 21.55.09 Silver City.StormReplay,21/02/2024,Silver City.StormReplay,00:17:50,2,14,16,1,65620,6118,16589,88327,125762,64220,16020,00:00:33,00:00:00,00:00:14,00:00:12,00:01:38,00:02:48,00:00:00,96071,1561,1,61,22,MVP,21007,20824,,
Zombicioso#1115,Alexstrasza,Healer,Loser,2024-07-16 22.31.59 Caverna perdida.StormReplay,16/07/2024,Caverna perdida.StormReplay,00:15:28,2,14,16,1,9817,36,120,9973,22711,30153,7060,00:00:33,00:00:00,00:00:00,00:00:00,00:02:40,00:00:00,00:00:00,16920,0,0,9,38,HighestKillStreak,91254,2677,,
Raizenser#1838,Brightwing,Healer,Winner,2024-05-08 23.07.31 Ciudad argenta.StormReplay,08/05/2024,Ciudad argenta.StormReplay,00:16:35,2,14,16,1,14878,1351,9835,26447,14319,42259,8796,00:00:19,00:00:00,00:00:31,00:00:00,00:00:00,00:00:00,00:00:00,18392,2730,2,20,34,MostHealing,133682,0,,
Raizenser#1838,Lucio,Healer,Loser,2024-10-16 21.59.00 Lost Cavern.StormReplay,16/10/2024,Lost Cavern.StormReplay,00:14:31,2,14,16,1,2529,8003,5125,15657,10391,30312,6087,00:00:05,00:00:00,00:00:00,00:00:00,00:00:02,00:00:05,00:00:00,22467,0,0,3,27,MostHealing,118640,0,,
Raizenser#1838,Gazlowe,Bruiser,Winner,2024-04-06 00.24.19 Puesto de avanzada de Braxis.StormReplay,06/04/2024,Puesto de avanzada de Braxis.StormReplay,00:10:05,1,14,15,1,29939,0,20829,50768,15428,22981,8054,00:00:05,00:00:00,00:00:00,00:00:11,00:00:11,00:00:55,00:00:00,6731,0,0,34,19,0,0,6722,,
WatchdogMan#1114,Nazeebo,Mage,Winner,2024-01-23 22.52.52 Puesto de avanzada de Braxis.StormReplay,23/01/2024,Puesto de avanzada de Braxis.StormReplay,00:14:42,0,14,14,1,72688,3322,39349,115359,67867,34875,18460,00:00:19,00:00:00,00:00:00,00:00:00,00:00:48,00:05:19,00:00:00,24903,0,0,85,33,MVP,0,9236,,
WatchdogMan#1114,Muradin,Tank,Winner,2024-01-03 19.58.09 Lost Cavern.StormReplay,03/01/2024,Lost Cavern.StormReplay,00:15:34,0,14,14,1,16958,5419,10058,32435,38718,89569,6901,00:00:19,00:00:00,00:00:00,00:00:44,00:03:05,00:00:00,00:00:00,18725,0,0,11,35,MostTeamfightDamageTaken,0,25879,,
Raizenser#1838,Deckard,Healer,Winner,2024-06-10 23.22.40 Ciudad argenta.StormReplay,10/06/2024,Ciudad argenta.StormReplay,00:15:54,0,14,14,1,6878,1864,0,11347,14204,36564,5979,00:00:42,00:00:31,00:00:00,00:01:04,00:03:28,00:00:00,00:00:00,4364,1544,2,10,24,MostHealing,93853,0,,
Raizenser#1838,Azmodan,Mage,Loser,2024-02-05 21.43.33 Puesto de avanzada de Braxis.StormReplay,05/02/2024,Puesto de avanzada de Braxis.StormReplay,00:21:48,15,13,28,1,100269,11336,42821,154426,162533,74793,29798,00:00:42,00:00:00,00:00:00,00:00:00,00:02:02,00:13:22,00:00:00,13559,0,0,132,35,MVP,0,0,,
Raizenser#1838,Chromie,Mage,Winner,2024-07-14 01.28.26 Puesto de avanzada de Braxis.StormReplay,14/07/2024,Puesto de avanzada de Braxis.StormReplay,00:17:09,6,7,13,2,38641,20585,8739,67965,86749,25082,9176,00:00:54,00:00:00,00:00:00,00:00:00,00:00:28,00:02:09,00:00:00,14596,549,0,34,16,MostHeroDamageDone,0,0,,
Deathmask#1670,Azmodan,Mage,Winner,2024-01-03 21.38.12 Puesto de avanzada de Braxis.StormReplay,03/01/2024,Puesto de avanzada de Braxis.StormReplay,00:12:52,8,13,21,1,37750,18996,23374,80120,49811,24471,10646,00:00:19,00:00:00,00:00:00,00:00:00,00:00:00,00:02:31,00:00:00,17661,0,0,41,25,MostHeroDamageDone,0,1156,,
Raizenser#1838,Azmodan,Mage,Loser,2024-07-28 19.36.46 Ciudad argenta.StormReplay,28/07/2024,Ciudad argenta.StormReplay,00:13:37,8,13,21,1,39571,17157,30308,89954,73523,34307,14482,00:00:13,00:00:00,00:00:00,00:00:00,00:00:33,00:08:09,00:00:00,11065,6452,2,58,26,MVP,0,0,,
Ticoman#1667,Zarya,Support,Loser,2024-08-21 23.19.47 Lost Cavern.StormReplay,21/08/2024,Lost Cavern.StormReplay,00:12:48,8,13,21,1,21307,4449,14107,39863,46700,26938,8411,00:00:09,00:00:00,00:00:00,00:00:00,00:00:50,00:00:00,00:00:00,37086,0,0,21,29,0,14227,4839,,
WatchdogMan#1114,Junkrat,Mage,Winner,2024-06-15 01.05.46 Distrito industrial.StormReplay,15/06/2024,Distrito industrial.StormReplay,00:12:03,7,13,20,1,43420,9871,19663,72954,50737,16824,11309,00:00:33,00:00:14,00:00:08,00:00:00,00:00:44,00:07:24,00:00:00,40150,0,0,52,24,MVP,0,0,,
Deathmask#1670,Azmodan,Mage,Winner,2024-04-03 22.44.31 Ciudad argenta.StormReplay,03/04/2024,Ciudad argenta.StormReplay,00:18:27,6,13,19,1,83453,25142,33703,153541,83572,40939,27830,00:00:12,00:00:00,00:00:00,00:00:00,00:01:22,00:06:11,00:00:00,21616,630,0,98,19,MVP,0,0,,
Malenfant#11223,Zagara,Ranged Assassin,Loser,2024-08-24 00.17.37 Puesto de avanzada de Braxis.StormReplay,24/08/2024,Puesto de avanzada de Braxis.StormReplay,00:19:51,6,13,19,1,58637,0,28714,87351,102576,47445,17562,00:00:33,00:00:00,00:00:00,00:00:30,00:01:00,00:03:51,00:00:00,30096,0,0,66,35,MVP,0,7151,,
Raizenser#1838,Artanis,Bruiser,Loser,2024-09-04 22.52.05 Silver City.StormReplay,04/09/2024,Silver City.StormReplay,00:16:18,6,13,19,1,17434,10855,27011,55300,88021,103140,11531,00:00:17,00:00:00,00:00:00,00:00:00,00:02:23,00:00:49,00:00:00,104277,14485,6,24,35,MostTeamfightDamageTaken,0,32613,,
Ticoman#1667,Cassia,Ranged Assassin,Winner,2024-11-19 22.47.51 Silver City.StormReplay,19/11/2024,Silver City.StormReplay,00:18:39,6,13,19,1,18784,345,9096,28225,73921,54511,11793,00:00:42,00:00:03,00:00:03,00:00:04,00:01:37,00:00:00,00:00:00,15721,0,1,25,36,0,4368,13365,,
Raizenser#1838,Jaina,Mage,Winner,2024-06-13 23.17.59 Ciudad argenta.StormReplay,13/06/2024,Ciudad argenta.StormReplay,00:14:19,5,13,18,1,43703,971,23781,69546,40324,26044,12271,00:00:42,00:00:09,00:00:00,00:00:00,00:11:05,00:04:10,00:00:00,8630,12010,4,56,29,MVP,0,2726,,
Raizenser#1838,Zul'jin,Ranged Assassin,Loser,2024-04-01 22.26.38 Puesto de avanzada de Braxis.StormReplay,01/04/2024,Puesto de avanzada de Braxis.StormReplay,00:16:31,5,13,18,1,44946,16360,44013,105319,105794,49456,13715,00:00:22,00:00:00,00:00:00,00:00:00,00:06:56,00:03:16,00:00:00,74402,4024,1,46,33,MVP,0,28740,,
WatchdogMan#1114,Nazeebo,Mage,Winner,2024-04-04 00.07.00 Distrito industrial.StormReplay,04/04/2024,Distrito industrial.StormReplay,00:21:09,3,13,16,1,109969,20975,49939,180883,125045,62402,27062,00:00:42,00:00:00,00:00:00,00:00:00,00:01:09,00:00:26,00:00:00,28460,0,0,133,58,0,0,16535,,
Raizenser#1838,Lucio,Healer,Winner,2024-06-08 00.28.07 Caverna perdida.StormReplay,08/06/2024,Caverna perdida.StormReplay,00:18:16,3,13,16,1,8908,0,6588,15496,28146,55704,10750,00:00:06,00:00:00,00:00:00,00:00:00,00:00:03,00:00:15,00:00:00,32117,0,0,15,41,MostHealing,162063,0,,
Ticoman#1667,Brightwing,Healer,Loser,2024-01-24 23.03.48 Ciudad argenta.StormReplay,24/01/2024,Ciudad argenta.StormReplay,00:14:01,3,13,16,1,7770,484,6355,16588,27836,20844,6926,00:00:19,00:00:00,00:00:46,00:00:00,00:00:00,00:00:00,00:00:00,18086,1666,3,9,30,MostSilences,80719,0,,
Ticoman#1667,Blaze,Tank,Loser,2024-04-07 23.02.20 Braxis Outpost.StormReplay,07/04/2024,Braxis Outpost.StormReplay,00:12:30,2,13,15,1,17238,3050,9457,29745,22154,28811,8204,00:00:17,00:00:00,00:00:00,00:00:29,00:05:23,00:00:00,00:00:00,11458,4323,1,18,25,0,0,4838,,
Ticoman#1667,Azmodan,Mage,Loser,2024-07-12 23.40.18 Caverna perdida.StormReplay,12/07/2024,Caverna perdida.StormReplay,00:12:47,2,13,15,1,33970,2587,18026,54583,57686,30545,10469,00:00:10,00:00:00,00:00:00,00:00:00,00:00:00,00:03:33,00:00:00,6295,0,0,43,20,MVP,0,328,,
WatchdogMan#1114,Zagara,Ranged Assassin,Loser,2024-10-08 23.25.24 Caverna perdida.StormReplay,08/10/2024,Caverna perdida.StormReplay,00:19:17,2,13,15,1,54067,0,49550,103617,162846,37720,18242,00:00:15,00:00:00,00:00:00,00:00:51,00:14:11,00:03:32,00:00:00,81705,0,0,73,39,MVP,0,5170,,
Raizenser#1838,Deathwing,Bruiser,Loser,2024-07-28 19.59.18 Distrito industrial.StormReplay,28/07/2024,Distrito industrial.StormReplay,00:16:43,1,13,14,1,37433,0,7738,45171,46584,51435,11640,00:00:42,00:00:00,00:00:12,00:00:17,00:02:20,00:01:10,00:00:00,7372,0,0,26,28,MostDamageTaken,0,24304,,
Ticoman#1667,Anduin,Healer,Winner,2024-09-24 21.58.05 Distrito industrial.StormReplay,24/09/2024,Distrito industrial.StormReplay,00:16:43,1,13,14,1,9212,0,5716,14928,23226,24936,7025,00:00:15,00:00:30,00:00:00,00:00:00,00:00:30,00:00:00,00:00:00,15767,0,0,9,41,MostHealing,96967,1723,,
WatchdogMan#1114,Whitemane,Healer,Winner,2024-06-19 23.03.21 Caverna perdida.StormReplay,19/06/2024,Caverna perdida.StormReplay,00:16:30,1,13,14,1,10671,7384,1807,19862,32673,44571,7264,00:00:24,00:00:00,00:00:00,00:00:00,00:20:00,00:00:00,00:00:00,10741,0,0,12,32,ClutchHealer,119814,0,,
Zombicioso#1115,Lt. Morales,Healer,Loser,2024-02-03 23.11.55 Braxis Outpost.StormReplay,03/02/2024,Braxis Outpost.StormReplay,00:13:25,1,13,14,1,5620,3695,2332,11647,19599,24652,6131,00:00:19,00:00:00,00:00:00,00:00:00,00:01:35,00:00:00,00:00:00,9272,2720,2,4,19,ClutchHealer,77580,15013,,
Raizenser#1838,Stukov,Healer,Winner,2024-11-03 12.55.35 Distrito industrial.StormReplay,03/11/2024,Distrito industrial.StormReplay,00:21:03,0,13,14,1,7364,9164,0,16528,29847,66675,6874,00:00:42,00:00:00,00:00:13,00:00:01,00:13:12,00:00:00,00:00:00,20562,0,0,12,49,MostHealing,168460,0,,
Raizenser#1838,Azmodan,Mage,Loser,2024-09-28 00.42.05 Distrito industrial.StormReplay,28/09/2024,Distrito industrial.StormReplay,00:17:42,15,12,27,1,48728,0,36289,85017,98425,50561,20915,00:00:10,00:00:00,00:00:00,00:00:00,00:01:53,00:07:36,00:00:00,8171,306,0,74,37,MVP,0,0,,
WatchdogMan#1114,Nazeebo,Mage,Winner,2024-01-28 00.18.57 Caverna perdida.StormReplay,28/01/2024,Caverna perdida.StormReplay,00:16:58,8,12,20,1,95881,2887,33092,131860,115207,34742,30544,00:00:06,00:00:00,00:00:00,00:00:04,00:01:04,00:08:33,00:00:00,30367,0,0,126,31,MVP,0,12253,,
ChapelHots#1560,Mephisto,Mage,Winner,2024-07-19 21.18.55 Caverna perdida.StormReplay,19/07/2024,Caverna perdida.StormReplay,00:15:33,7,12,19,1,38791,295,29289,68375,81488,52115,15151,00:00:24,00:00:00,00:00:00,00:00:00,00:02:00,00:04:45,00:00:00,9496,0,0,52,43,MVP,0,1016,,
Ticoman#1667,Nazeebo,Mage,Winner,2024-03-13 22.59.26 Silver City.StormReplay,13/03/2024,Silver City.StormReplay,00:13:53,6,12,18,1,24186,0,33356,57542,60927,26909,13542,00:00:06,00:00:00,00:00:00,00:00:00,00:00:33,00:04:38,00:00:00,21736,3058,3,38,24,MVP,0,6437,,
Raizenser#1838,Azmodan,Mage,Loser,2024-07-17 23.20.52 Distrito industrial.StormReplay,17/07/2024,Distrito industrial.StormReplay,00:13:27,6,12,18,1,43249,4521,35721,83491,93542,29452,8970,00:00:09,00:00:00,00:00:00,00:00:00,00:00:38,00:03:12,00:00:00,9473,0,0,37,23,MVP,0,82,,
Deathmask#1670,Mephisto,Mage,Winner,2024-03-13 22.45.04 Ciudad argenta.StormReplay,13/03/2024,Ciudad argenta.StormReplay,00:13:29,6,12,18,1,34785,0,28332,64644,55532,29745,10526,00:00:22,00:00:00,00:00:00,00:00:00,00:01:47,00:02:55,00:00:00,10265,1907,2,38,25,0,0,783,,
Raizenser#1838,Tychus,Ranged Assassin,Loser,2024-07-01 23.22.11 Puesto de avanzada de Braxis.StormReplay,01/07/2024,Puesto de avanzada de Braxis.StormReplay,00:16:15,6,12,18,1,36573,21548,29311,90165,64399,36799,10582,00:00:30,00:00:00,00:00:00,00:00:00,00:00:30,00:01:47,00:00:00,49415,0,0,38,38,0,0,0,,
Raizenser#1838,Falstad,Ranged Assassin,Loser,2024-01-24 22.12.28 Ciudad argenta.StormReplay,24/01/2024,Ciudad argenta.StormReplay,00:14:51,6,12,18,1,18668,6282,18545,44552,53729,37361,6060,00:00:08,00:00:00,00:00:00,00:00:00,00:01:50,00:00:50,00:00:00,33876,10992,5,17,43,MostMercCampsCaptured,0,11614,,
Raizenser#1838,Chromie,Mage,Winner,2023-12-27 22.38.59 Ciudad argenta.StormReplay,27/12/2023,Ciudad argenta.StormReplay,00:11:42,3,4,7,2,8597,138,0,15688,47380,15173,4757,00:00:22,00:00:00,00:00:00,00:00:00,00:00:09,00:00:00,00:00:00,6867,696,0,10,6,0,0,0,,
Raizenser#1838,Azmodan,Mage,Loser,2024-10-01 22.33.54 Distrito industrial.StormReplay,01/10/2024,Distrito industrial.StormReplay,00:21:49,5,12,17,1,102127,0,30320,132447,142325,52419,31455,00:00:33,00:00:00,00:00:00,00:00:00,00:02:26,00:06:11,00:00:00,9428,0,0,139,34,MVP,0,0,,
WatchdogMan#1114,Zul'jin,Ranged Assassin,Winner,2024-07-28 18.44.10 Distrito industrial.StormReplay,28/07/2024,Distrito industrial.StormReplay,00:20:22,5,12,17,1,74707,0,60135,134842,172923,77839,23816,00:00:19,00:00:00,00:00:00,00:00:00,00:17:56,00:07:01,00:00:00,109103,0,0,92,41,MVP,0,49172,,
WatchdogMan#1114,Zul'jin,Ranged Assassin,Winner,2024-05-22 23.14.59 Lost Cavern.StormReplay,22/05/2024,Lost Cavern.StormReplay,00:18:34,4,12,16,1,71934,66964,40625,179523,138268,53110,18910,00:00:42,00:00:00,00:00:00,00:00:00,00:07:22,00:06:36,00:00:00,162658,0,0,73,44,MVP,0,17209,,
Raizenser#1838,Li-Ming,Mage,Winner,2024-08-16 20.55.27 Puesto de avanzada de Braxis.StormReplay,16/08/2024,Puesto de avanzada de Braxis.StormReplay,00:19:53,3,12,15,1,47868,42210,8459,102333,112884,20112,15759,00:00:33,00:00:00,00:00:00,00:00:00,00:00:00,00:03:36,00:00:00,8032,6010,1,61,32,0,0,0,,
Raizenser#1838,Hanzo,Ranged Assassin,Loser,2024-02-10 00.23.54 Distrito industrial.StormReplay,10/02/2024,Distrito industrial.StormReplay,00:16:42,3,12,15,1,38774,552,950,41218,99695,23553,11990,00:00:42,00:00:00,00:00:00,00:00:00,00:00:00,00:00:37,00:00:00,34187,0,0,37,34,0,0,0,,
Ticoman#1667,Azmodan,Mage,Loser,2024-08-08 23.29.10 Ciudad argenta.StormReplay,08/08/2024,Ciudad argenta.StormReplay,00:21:13,3,12,15,1,82293,18621,23724,127315,95693,62288,18615,00:00:42,00:00:00,00:00:00,00:00:00,00:00:50,00:01:36,00:00:00,11044,19182,3,87,38,0,0,0,,
WatchdogMan#1114,Hogger,Bruiser,Loser,2024-08-30 21.13.24 Ciudad argenta.StormReplay,30/08/2024,Ciudad argenta.StormReplay,00:12:12,2,12,14,1,18363,7243,14610,40216,36582,60758,8138,00:00:12,00:00:00,00:00:00,00:00:05,00:01:59,00:00:00,00:00:00,17381,9521,3,27,25,MostTeamfightDamageTaken,0,24672,,
WatchdogMan#1114,Malfurion,Healer,Loser,2024-09-18 22.50.32 Distrito industrial.StormReplay,18/09/2024,Distrito industrial.StormReplay,00:14:35,1,12,13,1,5412,856,2372,8640,44195,31265,5293,00:00:39,00:00:45,00:00:21,00:00:00,00:00:45,00:00:24,00:00:00,6208,0,0,6,32,ClutchHealer,68699,0,,
Deathmask#1670,Alexstrasza,Healer,Loser,2024-10-16 21.41.17 Distrito industrial.StormReplay,16/10/2024,Distrito industrial.StormReplay,00:17:10,1,12,13,1,7607,4009,8445,20061,27862,26753,5971,00:00:13,00:00:00,00:00:00,00:00:00,00:00:33,00:00:00,00:00:00,33703,0,0,7,44,0,111132,4120,,
Zombicioso#1115,Anduin,Healer,Loser,2024-05-24 23.40.38 Lost Cavern.StormReplay,24/05/2024,Lost Cavern.StormReplay,00:09:49,1,12,13,1,5748,2706,2889,11343,11530,18414,3471,00:00:10,00:00:18,00:00:00,00:00:00,00:00:18,00:00:00,00:00:00,8307,0,0,8,17,MostHealing,33979,6623,,
Ticoman#1667,Hogger,Bruiser,Loser,2024-11-20 21.47.24 Lost Cavern.StormReplay,20/11/2024,Lost Cavern.StormReplay,00:09:50,0,12,12,1,18544,98,20156,38798,11506,22413,6098,00:00:05,00:00:00,00:00:00,00:00:06,00:00:48,00:00:36,00:00:00,13036,0,0,22,22,0,0,3884,,
WatchdogMan#1114,Ana,Healer,Winner,2024-10-01 00.16.43 Ciudad argenta.StormReplay,01/10/2024,Ciudad argenta.StormReplay,00:14:39,0,12,12,1,3428,1955,0,5641,6190,14418,5488,00:00:39,00:00:00,00:00:00,00:00:36,00:01:12,00:00:00,00:00:00,3657,527,1,6,12,ClutchHealer,57318,2796,,
Zombicioso#1115,Li-Ming,Mage,Winner,2024-06-10 21.40.30 Ciudad argenta.StormReplay,10/06/2024,Ciudad argenta.StormReplay,00:17:53,11,11,22,1,39787,9747,27851,78771,74837,22402,14757,00:00:36,00:00:00,00:00:00,00:00:00,00:00:00,00:04:32,00:00:00,11504,12955,3,49,33,MVP,0,3585,,
Raizenser#1838,Nova,Ranged Assassin,Winner,2024-08-10 23.50.38 Distrito industrial.StormReplay,10/08/2024,Distrito industrial.StormReplay,00:18:07,11,11,22,1,30042,0,33620,63662,106195,24513,15674,00:00:19,00:00:00,00:00:00,00:00:00,00:02:24,00:02:02,00:00:00,78220,0,6,40,47,MostMercCampsCaptured,0,0,,
